Jurisdiction,Date,New Cases,7-day Average New Cases,Cumulative cases                          ,Population (2019),New Case Rate,7-Day Average New Case Rate,Cumulative Case Rate,County FIPS Code,Longitude,Latitude,Georeferenced Lat & Long
Lackawanna,11/12/2020,52,36,4336,209674,24.8,17.2,2068,42069,-75.61218345,41.43910064,POINT (-75.61218345 41.43910064)
Delaware,10/12/2020,71,64.1,12264,566747,12.5,11.3,2163.9,42045,-75.40627712,39.91657867,POINT (-75.40627712 39.91657867)
Warren,05/04/2020,0,0,1,39191,0,0,2.6,42123,-79.27858158,41.81675237,POINT (-79.27858158 41.81675237)
Wayne,12/08/2020,21,24.4,780,51361,40.9,47.6,1518.7,42127,-75.3051535,41.64969805,POINT (-75.3051535 41.64969805)
Delaware,06/10/2020,48,29.3,6808,566747,8.5,5.2,1201.2,42045,-75.40627712,39.91657867,POINT (-75.40627712 39.91657867)
Clinton,05/04/2020,0,0.4,32,38632,0,1.1,82.8,42035,-77.6428376,41.23286274,POINT (-77.6428376 41.23286274)
Somerset,04/29/2020,1,0.7,28,73447,1.4,1,38.1,42111,-79.03100206,39.97146299,POINT (-79.03100206 39.97146299)
Erie,06/23/2020,8,10.4,559,269728,3,3.9,207.2,42049,-80.0407591,41.99413787,POINT (-80.0407591 41.99413787)
Westmoreland,11/12/2020,149,125.9,5840,348899,42.7,36.1,1673.8,42129,-79.47134118,40.310315,POINT (-79.47134118 40.310315)
Delaware,03/17/2020,4,1.7,13,566747,0.7,0.3,2.3,42045,-75.40627712,39.91657867,POINT (-75.40627712 39.91657867)
Lancaster,04/15/2020,46,52.4,974,545724,8.4,9.6,178.5,42071,-76.25138768,40.04590796,POINT (-76.25138768 40.04590796)
Centre,02/20/2021,59,44.6,12874,162385,36.3,27.4,7928.1,42027,-77.82500112,40.9193135,POINT (-77.82500112 40.9193135)
Pike,04/05/2020,12,13,131,55809,21.5,23.3,234.7,42103,-75.03270924,41.332572,POINT (-75.03270924 41.332572)
Dauphin,11/28/2020,114,116.4,7780,278299,41,41.8,2795.6,42043,-76.77960568,40.41974636,POINT (-76.77960568 40.41974636)
Cumberland,04/20/2020,13,10.7,201,253370,5.1,4.2,79.3,42041,-77.26866271,40.16759839,POINT (-77.26866271 40.16759839)
Jefferson,10/14/2020,4,2.4,156,43425,9.2,5.6,359.2,42065,-79.00101814,41.13139091,POINT (-79.00101814 41.13139091)
Carbon,06/25/2020,1,1.3,274,64182,1.6,2,426.9,42025,-75.71107039,40.91936701,POINT (-75.71107039 40.91936701)
Wayne,02/19/2021,5,11.4,2979,51361,9.7,22.3,5800.1,42127,-75.3051535,41.64969805,POINT (-75.3051535 41.64969805)
Potter,04/01/2021,0,1.1,986,16526,0,6.9,5966.4,42105,-77.89879229,41.74420644,POINT (-77.89879229 41.74420644)
Beaver,06/24/2020,5,3.1,642,163929,3.1,1.9,391.6,42007,-80.35107356,40.68349245,POINT (-80.35107356 40.68349245)
Montour,10/29/2020,6,2.4,311,18230,32.9,13.3,1706,42093,-76.66470527,41.02801824,POINT (-76.66470527 41.02801824)
Dauphin,03/22/2020,0,0.1,1,278299,0,0.1,0.4,42043,-76.77960568,40.41974636,POINT (-76.77960568 40.41974636)
Chester,03/09/2020,0,0,0,524989,0,0,0,42029,-75.75626498,39.97487056,POINT (-75.75626498 39.97487056)
Montgomery,05/15/2020,102,97.9,5843,830915,12.3,11.8,703.2,42091,-75.37252001,40.20989874,POINT (-75.37252001 40.20989874)
Cameron,06/02/2020,0,0,2,4447,0,0,45,42023,-78.20916932,41.43880265,POINT (-78.20916932 41.43880265)
Fayette,03/01/2020,0,,0,129274,0,,0,42051,-79.65189635,39.9194478,POINT (-79.65189635 39.9194478)
Northumberland,07/29/2020,2,3.9,406,90843,2.2,4.2,446.9,42097,-76.71188423,40.85150926,POINT (-76.71188423 40.85150926)
Dauphin,09/08/2020,17,17.6,3510,278299,6.1,6.3,1261.2,42043,-76.77960568,40.41974636,POINT (-76.77960568 40.41974636)
Columbia,03/20/2020,0,0,0,64964,0,0,0,42037,-76.4100218,41.04912086,POINT (-76.4100218 41.04912086)
Centre,07/10/2020,2,2.6,246,162385,1.2,1.6,151.5,42027,-77.82500112,40.9193135,POINT (-77.82500112 40.9193135)
Fayette,03/04/2020,0,,0,129274,0,,0,42051,-79.65189635,39.9194478,POINT (-79.65189635 39.9194478)
Potter,01/30/2021,7,4.6,851,16526,42.4,27.7,5149.5,42105,-77.89879229,41.74420644,POINT (-77.89879229 41.74420644)
Fayette,08/23/2020,3,5,672,129274,2.3,3.9,519.8,42051,-79.65189635,39.9194478,POINT (-79.65189635 39.9194478)
Warren,04/16/2021,8,8.1,2431,39191,20.4,20.8,6203,42123,-79.27858158,41.81675237,POINT (-79.27858158 41.81675237)
Monroe,04/21/2020,19,19.3,1009,170271,11.2,11.3,592.6,42089,-75.34083603,41.06091787,POINT (-75.34083603 41.06091787)
Montgomery,06/15/2020,22,40,7944,830915,2.6,4.8,956.1,42091,-75.37252001,40.20989874,POINT (-75.37252001 40.20989874)
Potter,03/07/2020,0,,0,16526,0,,0,42105,-77.89879229,41.74420644,POINT (-77.89879229 41.74420644)
Cameron,04/03/2020,0,0,1,4447,0,0,22.5,42023,-78.20916932,41.43880265,POINT (-78.20916932 41.43880265)
Dauphin,06/25/2020,15,26.3,1919,278299,5.4,9.4,689.5,42043,-76.77960568,40.41974636,POINT (-76.77960568 40.41974636)
McKean,09/22/2020,0,1,65,40625,0,2.5,160,42083,-78.5712202,41.81037074,POINT (-78.5712202 41.81037074)
Montour,03/08/2021,3,2.1,1757,18230,16.5,11.8,9638,42093,-76.66470527,41.02801824,POINT (-76.66470527 41.02801824)
Wayne,08/28/2020,1,0.9,178,51361,1.9,1.7,346.6,42127,-75.3051535,41.64969805,POINT (-75.3051535 41.64969805)
Jefferson,03/12/2020,0,0,0,43425,0,0,0,42065,-79.00101814,41.13139091,POINT (-79.00101814 41.13139091)
Butler,06/29/2020,4,4.6,310,187853,2.1,2.4,165,42019,-79.91711779,40.91083185,POINT (-79.91711779 40.91083185)
Butler,08/15/2020,6,8.3,727,187853,3.2,4.4,387,42019,-79.91711779,40.91083185,POINT (-79.91711779 40.91083185)
Potter,02/22/2021,8,3.7,938,16526,48.4,22.5,5675.9,42105,-77.89879229,41.74420644,POINT (-77.89879229 41.74420644)
McKean,03/17/2020,0,0,0,40625,0,0,0,42083,-78.5712202,41.81037074,POINT (-78.5712202 41.81037074)
Clinton,05/06/2020,2,0.6,35,38632,5.2,1.5,90.6,42035,-77.6428376,41.23286274,POINT (-77.6428376 41.23286274)
Centre,02/12/2021,101,69,12482,162385,62.2,42.5,7686.7,42027,-77.82500112,40.9193135,POINT (-77.82500112 40.9193135)
Allegheny,03/11/2020,0,0,0,1216045,0,0,0,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Forest,03/23/2020,0,0,0,7247,0,0,0,42053,-79.23780995,41.51357876,POINT (-79.23780995 41.51357876)
Westmoreland,06/10/2020,1,3,484,348899,0.3,0.9,138.7,42129,-79.47134118,40.310315,POINT (-79.47134118 40.310315)
Fayette,08/22/2020,3,5.1,669,129274,2.3,4,517.5,42051,-79.65189635,39.9194478,POINT (-79.65189635 39.9194478)
Beaver,03/16/2020,1,0.1,1,163929,0.6,0.1,0.6,42007,-80.35107356,40.68349245,POINT (-80.35107356 40.68349245)
Northumberland,08/01/2020,5,2.9,412,90843,5.5,3.1,453.5,42097,-76.71188423,40.85150926,POINT (-76.71188423 40.85150926)
Warren,06/26/2020,0,0,5,39191,0,0,12.8,42123,-79.27858158,41.81675237,POINT (-79.27858158 41.81675237)
Lackawanna,12/01/2020,99,69.4,5440,209674,47.2,33.1,2594.5,42069,-75.61218345,41.43910064,POINT (-75.61218345 41.43910064)
Fayette,07/28/2020,17,9.1,358,129274,13.2,7.1,276.9,42051,-79.65189635,39.9194478,POINT (-79.65189635 39.9194478)
Blair,04/30/2020,0,0.6,23,121829,0,0.5,18.9,42013,-78.34907687,40.48555024,POINT (-78.34907687 40.48555024)
Warren,02/27/2021,4,4,2164,39191,10.2,10.2,5521.7,42123,-79.27858158,41.81675237,POINT (-79.27858158 41.81675237)
Bradford,04/21/2020,0,0.9,27,60323,0,1.4,44.8,42015,-76.51825624,41.79117814,POINT (-76.51825624 41.79117814)
Somerset,03/12/2020,0,0,0,73447,0,0,0,42111,-79.03100206,39.97146299,POINT (-79.03100206 39.97146299)
Blair,03/15/2020,0,0,0,121829,0,0,0,42013,-78.34907687,40.48555024,POINT (-78.34907687 40.48555024)
Monroe,09/14/2020,8,3.6,1779,170271,4.7,2.1,1044.8,42089,-75.34083603,41.06091787,POINT (-75.34083603 41.06091787)
Lackawanna,05/08/2020,17,24.1,1148,209674,8.1,11.5,547.5,42069,-75.61218345,41.43910064,POINT (-75.61218345 41.43910064)
Pike,10/26/2020,5,1.3,641,55809,9,2.3,1148.6,42103,-75.03270924,41.332572,POINT (-75.03270924 41.332572)
Snyder,02/21/2021,0,6.4,3074,40372,0,15.9,7614.2,42109,-77.07255968,40.77113737,POINT (-77.07255968 40.77113737)
Washington,06/08/2021,2,4.4,17843,206865,1,2.1,8625.4,42125,-80.25180083,40.19109663,POINT (-80.25180083 40.19109663)
Northumberland,09/08/2020,4,10,786,90843,4.4,11,865.2,42097,-76.71188423,40.85150926,POINT (-76.71188423 40.85150926)
Allegheny,04/19/2020,8,23.1,1058,1216045,0.7,1.9,87,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Wyoming,11/12/2020,8,10.3,297,26794,29.9,38.4,1108.5,42131,-76.01813003,41.51892488,POINT (-76.01813003 41.51892488)
Adams,10/16/2020,15,8,1008,103009,14.6,7.8,978.6,42001,-77.22224271,39.87209565,POINT (-77.22224271 39.87209565)
Wyoming,04/21/2020,0,0.6,18,26794,0,2.1,67.2,42131,-76.01813003,41.51892488,POINT (-76.01813003 41.51892488)
Lackawanna,08/18/2020,3,3.3,1987,209674,1.4,1.6,947.7,42069,-75.61218345,41.43910064,POINT (-75.61218345 41.43910064)
Monroe,04/30/2020,23,15.6,1152,170271,13.5,9.1,676.6,42089,-75.34083603,41.06091787,POINT (-75.34083603 41.06091787)
Wayne,08/19/2020,1,1,170,51361,1.9,1.9,331,42127,-75.3051535,41.64969805,POINT (-75.3051535 41.64969805)
Cameron,04/10/2020,0,0,1,4447,0,0,22.5,42023,-78.20916932,41.43880265,POINT (-78.20916932 41.43880265)
Berks,03/17/2020,0,0,0,421164,0,0,0,42011,-75.93077327,40.41939635,POINT (-75.93077327 40.41939635)
Wayne,07/27/2020,0,1,155,51361,0,1.9,301.8,42127,-75.3051535,41.64969805,POINT (-75.3051535 41.64969805)
Dauphin,08/21/2020,31,20.3,3116,278299,11.1,7.3,1119.7,42043,-76.77960568,40.41974636,POINT (-76.77960568 40.41974636)
Carbon,07/15/2020,3,2.1,312,64182,4.7,3.3,486.1,42025,-75.71107039,40.91936701,POINT (-75.71107039 40.91936701)
Montgomery,11/05/2020,201,137.7,15015,830915,24.2,16.6,1807,42091,-75.37252001,40.20989874,POINT (-75.37252001 40.20989874)
Westmoreland,10/24/2020,59,78.6,4084,348899,16.9,22.5,1170.5,42129,-79.47134118,40.310315,POINT (-79.47134118 40.310315)
Potter,12/15/2020,15,10.9,468,16526,90.8,65.7,2831.9,42105,-77.89879229,41.74420644,POINT (-77.89879229 41.74420644)
Mifflin,03/15/2020,0,0,0,46138,0,0,0,42087,-77.62003089,40.61274928,POINT (-77.62003089 40.61274928)
Lycoming,03/13/2020,0,0,0,113299,0,0,0,42081,-77.06942457,41.34459792,POINT (-77.06942457 41.34459792)
Berks,04/25/2020,86,84.6,2491,421164,20.4,20.1,591.5,42011,-75.93077327,40.41939635,POINT (-75.93077327 40.41939635)
Cambria,10/15/2020,29,15.9,867,130192,22.3,12.2,665.9,42021,-78.71894174,40.49127491,POINT (-78.71894174 40.49127491)
Venango,05/19/2020,0,0.3,10,50668,0,0.6,19.7,42121,-79.76286561,41.40341259,POINT (-79.76286561 41.40341259)
Venango,04/11/2020,0,0.6,7,50668,0,1.1,13.8,42121,-79.76286561,41.40341259,POINT (-79.76286561 41.40341259)
Westmoreland,11/09/2020,119,88.3,5353,348899,34.1,25.3,1534.3,42129,-79.47134118,40.310315,POINT (-79.47134118 40.310315)
Venango,05/08/2020,0,0,8,50668,0,0,15.8,42121,-79.76286561,41.40341259,POINT (-79.76286561 41.40341259)
Montgomery,05/24/2020,49,80.9,6616,830915,5.9,9.7,796.2,42091,-75.37252001,40.20989874,POINT (-75.37252001 40.20989874)
Centre,08/20/2020,3,3.4,418,162385,1.8,2.1,257.4,42027,-77.82500112,40.9193135,POINT (-77.82500112 40.9193135)
Venango,06/12/2020,0,0.6,19,50668,0,1.1,37.5,42121,-79.76286561,41.40341259,POINT (-79.76286561 41.40341259)
Union,04/10/2020,2,1.3,13,44923,4.5,2.9,28.9,42119,-77.06415803,40.96473131,POINT (-77.06415803 40.96473131)
Fayette,07/02/2020,6,3.7,138,129274,4.6,2.9,106.8,42051,-79.65189635,39.9194478,POINT (-79.65189635 39.9194478)
Northumberland,05/26/2021,6,11,9582,90843,6.6,12.1,10547.9,42097,-76.71188423,40.85150926,POINT (-76.71188423 40.85150926)
Snyder,10/31/2020,9,5.7,531,40372,22.3,14.2,1315.3,42109,-77.07255968,40.77113737,POINT (-77.07255968 40.77113737)
Lackawanna,09/05/2020,15,17.9,2220,209674,7.2,8.5,1058.8,42069,-75.61218345,41.43910064,POINT (-75.61218345 41.43910064)
Washington,06/01/2021,15,10.4,17812,206865,7.3,5,8610.4,42125,-80.25180083,40.19109663,POINT (-80.25180083 40.19109663)
Fayette,07/08/2021,5,3,13450,129274,3.9,2.3,10404.3,42051,-79.65189635,39.9194478,POINT (-79.65189635 39.9194478)
Montour,04/18/2021,0,3,1898,18230,0,16.5,10411.4,42093,-76.66470527,41.02801824,POINT (-76.66470527 41.02801824)
Susquehanna,05/05/2020,1,0.7,82,40328,2.5,1.8,203.3,42115,-75.80250303,41.8205686,POINT (-75.80250303 41.8205686)
Montour,06/12/2021,0,0.3,2006,18230,0,1.6,11003.8,42093,-76.66470527,41.02801824,POINT (-76.66470527 41.02801824)
Greene,03/26/2020,1,0.6,4,36233,2.8,1.6,11,42059,-80.22943817,39.85480393,POINT (-80.22943817 39.85480393)
Warren,03/10/2021,8,4,2227,39191,20.4,10.2,5682.4,42123,-79.27858158,41.81675237,POINT (-79.27858158 41.81675237)
Dauphin,12/28/2020,121,158.9,13604,278299,43.5,57.1,4888.3,42043,-76.77960568,40.41974636,POINT (-76.77960568 40.41974636)
Union,02/08/2021,22,118.4,4792,44923,49,263.6,10667.1,42119,-77.06415803,40.96473131,POINT (-77.06415803 40.96473131)
Centre,10/28/2020,46,49.7,4297,162385,28.3,30.6,2646.2,42027,-77.82500112,40.9193135,POINT (-77.82500112 40.9193135)
Venango,03/12/2020,0,0,0,50668,0,0,0,42121,-79.76286561,41.40341259,POINT (-79.76286561 41.40341259)
Berks,05/24/2020,23,25.9,3903,421164,5.5,6.1,926.7,42011,-75.93077327,40.41939635,POINT (-75.93077327 40.41939635)
Somerset,01/01/2021,34,68.1,5000,73447,46.3,92.8,6807.6,42111,-79.03100206,39.97146299,POINT (-79.03100206 39.97146299)
Wayne,05/28/2020,1,0.6,120,51361,1.9,1.1,233.6,42127,-75.3051535,41.64969805,POINT (-75.3051535 41.64969805)
Union,02/07/2021,17,116.3,4770,44923,37.8,258.9,10618.2,42119,-77.06415803,40.96473131,POINT (-77.06415803 40.96473131)
Snyder,08/17/2020,2,2.7,135,40372,5,6.7,334.4,42109,-77.07255968,40.77113737,POINT (-77.07255968 40.77113737)
Wayne,08/25/2020,1,1.1,177,51361,1.9,2.2,344.6,42127,-75.3051535,41.64969805,POINT (-75.3051535 41.64969805)
Dauphin,10/29/2020,45,48.7,4917,278299,16.2,17.5,1766.8,42043,-76.77960568,40.41974636,POINT (-76.77960568 40.41974636)
Montgomery,05/12/2020,87,96.9,5561,830915,10.5,11.7,669.3,42091,-75.37252001,40.20989874,POINT (-75.37252001 40.20989874)
Blair,08/13/2020,13,7.3,323,121829,10.7,6,265.1,42013,-78.34907687,40.48555024,POINT (-78.34907687 40.48555024)
Dauphin,11/27/2020,143,122.9,7666,278299,51.4,44.1,2754.6,42043,-76.77960568,40.41974636,POINT (-76.77960568 40.41974636)
Adams,11/11/2020,22,26.1,1462,103009,21.4,25.4,1419.3,42001,-77.22224271,39.87209565,POINT (-77.22224271 39.87209565)
Susquehanna,05/13/2020,1,0.1,83,40328,2.5,0.4,205.8,42115,-75.80250303,41.8205686,POINT (-75.80250303 41.8205686)
Venango,05/02/2020,0,0,8,50668,0,0,15.8,42121,-79.76286561,41.40341259,POINT (-79.76286561 41.40341259)
Cumberland,03/30/2020,8,3.1,35,253370,3.2,1.2,13.8,42041,-77.26866271,40.16759839,POINT (-77.26866271 40.16759839)
Susquehanna,06/30/2020,0,0.6,185,40328,0,1.4,458.7,42115,-75.80250303,41.8205686,POINT (-75.80250303 41.8205686)
Union,03/17/2021,9,6.9,5327,44923,20,15.3,11858.1,42119,-77.06415803,40.96473131,POINT (-77.06415803 40.96473131)
Beaver,08/28/2020,23,14.3,1604,163929,14,8.7,978.5,42007,-80.35107356,40.68349245,POINT (-80.35107356 40.68349245)
Adams,01/26/2021,52,51.3,6456,103009,50.5,49.8,6267.4,42001,-77.22224271,39.87209565,POINT (-77.22224271 39.87209565)
Snyder,10/12/2020,5,4.9,449,40372,12.4,12,1112.2,42109,-77.07255968,40.77113737,POINT (-77.07255968 40.77113737)
Snyder,08/14/2020,4,2.9,128,40372,9.9,7.1,317.1,42109,-77.07255968,40.77113737,POINT (-77.07255968 40.77113737)
Union,06/21/2021,1,0.4,6152,44923,2.2,1,13694.5,42119,-77.06415803,40.96473131,POINT (-77.06415803 40.96473131)
Schuylkill,03/11/2020,0,0,0,141359,0,0,0,42107,-76.22332385,40.70751243,POINT (-76.22332385 40.70751243)
Montour,07/25/2020,2,1.1,94,18230,11,6.3,515.6,42093,-76.66470527,41.02801824,POINT (-76.66470527 41.02801824)
Susquehanna,03/29/2020,0,0.1,1,40328,0,0.4,2.5,42115,-75.80250303,41.8205686,POINT (-75.80250303 41.8205686)
Lackawanna,10/31/2020,28,36.9,3934,209674,13.4,17.6,1876.2,42069,-75.61218345,41.43910064,POINT (-75.61218345 41.43910064)
Potter,05/08/2021,0,4.3,1111,16526,0,25.9,6722.7,42105,-77.89879229,41.74420644,POINT (-77.89879229 41.74420644)
McKean,11/03/2020,3,5.4,191,40625,7.4,13.4,470.2,42083,-78.5712202,41.81037074,POINT (-78.5712202 41.81037074)
Lehigh,10/24/2020,55,43.9,6486,369318,14.9,11.9,1756.2,42077,-75.60099481,40.61464794,POINT (-75.60099481 40.61464794)
Fulton,03/10/2020,0,0,0,14530,0,0,0,42057,-78.11485045,39.92487511,POINT (-78.11485045 39.92487511)
Clinton,06/21/2020,1,1,72,38632,2.6,2.6,186.4,42035,-77.6428376,41.23286274,POINT (-77.6428376 41.23286274)
Centre,01/30/2021,188,99.7,11549,162385,115.8,61.4,7112.1,42027,-77.82500112,40.9193135,POINT (-77.82500112 40.9193135)
Wayne,10/01/2020,7,4.1,258,51361,13.6,8.1,502.3,42127,-75.3051535,41.64969805,POINT (-75.3051535 41.64969805)
Lycoming,03/28/2020,1,0.4,3,113299,0.9,0.4,2.6,42081,-77.06942457,41.34459792,POINT (-77.06942457 41.34459792)
Delaware,06/05/2020,47,32.4,6668,566747,8.3,5.7,1176.5,42045,-75.40627712,39.91657867,POINT (-75.40627712 39.91657867)
Schuylkill,03/03/2021,26,18.3,12153,141359,18.4,12.9,8597.3,42107,-76.22332385,40.70751243,POINT (-76.22332385 40.70751243)
McKean,05/12/2020,0,0.3,11,40625,0,0.7,27.1,42083,-78.5712202,41.81037074,POINT (-78.5712202 41.81037074)
Bedford,06/12/2020,0,0.4,49,47888,0,0.9,102.3,42009,-78.49116474,40.00737536,POINT (-78.49116474 40.00737536)
Monroe,11/17/2020,33,42.4,2694,170271,19.4,24.9,1582.2,42089,-75.34083603,41.06091787,POINT (-75.34083603 41.06091787)
Susquehanna,03/05/2020,0,,0,40328,0,,0,42115,-75.80250303,41.8205686,POINT (-75.80250303 41.8205686)
Susquehanna,10/26/2020,2,3.3,408,40328,5,8.1,1011.7,42115,-75.80250303,41.8205686,POINT (-75.80250303 41.8205686)
Tioga,03/23/2020,0,0,0,40591,0,0,0,42117,-77.25788076,41.77333834,POINT (-77.25788076 41.77333834)
Clinton,08/11/2020,1,1,126,38632,2.6,2.6,326.2,42035,-77.6428376,41.23286274,POINT (-77.6428376 41.23286274)
Forest,07/06/2020,0,0,7,7247,0,0,96.6,42053,-79.23780995,41.51357876,POINT (-79.23780995 41.51357876)
Dauphin,03/19/2020,0,0,0,278299,0,0,0,42043,-76.77960568,40.41974636,POINT (-76.77960568 40.41974636)
Somerset,01/11/2021,51,83.3,5706,73447,69.4,113.4,7768.9,42111,-79.03100206,39.97146299,POINT (-79.03100206 39.97146299)
Blair,04/03/2020,1,0.4,5,121829,0.8,0.4,4.1,42013,-78.34907687,40.48555024,POINT (-78.34907687 40.48555024)
Cameron,07/24/2020,0,0,5,4447,0,0,112.4,42023,-78.20916932,41.43880265,POINT (-78.20916932 41.43880265)
Berks,03/03/2020,0,,0,421164,0,,0,42011,-75.93077327,40.41939635,POINT (-75.93077327 40.41939635)
Centre,10/16/2020,37,41.6,3785,162385,22.8,25.6,2330.9,42027,-77.82500112,40.9193135,POINT (-77.82500112 40.9193135)
Cameron,06/19/2020,0,0,2,4447,0,0,45,42023,-78.20916932,41.43880265,POINT (-78.20916932 41.43880265)
Northumberland,06/13/2020,3,2.3,225,90843,3.3,2.5,247.7,42097,-76.71188423,40.85150926,POINT (-76.71188423 40.85150926)
Pike,04/02/2020,15,8.7,85,55809,26.9,15.6,152.3,42103,-75.03270924,41.332572,POINT (-75.03270924 41.332572)
Butler,05/07/2021,48,34,17046,187853,25.6,18.1,9074.1,42019,-79.91711779,40.91083185,POINT (-79.91711779 40.91083185)
Potter,06/05/2020,3,1,11,16526,18.2,6.1,66.6,42105,-77.89879229,41.74420644,POINT (-77.89879229 41.74420644)
Cumberland,04/12/2021,115,60.6,18690,253370,45.4,23.9,7376.6,42041,-77.26866271,40.16759839,POINT (-77.26866271 40.16759839)
Centre,06/12/2020,1,1.9,171,162385,0.6,1.1,105.3,42027,-77.82500112,40.9193135,POINT (-77.82500112 40.9193135)
Montour,05/16/2021,1,1.4,1976,18230,5.5,7.8,10839.3,42093,-76.66470527,41.02801824,POINT (-76.66470527 41.02801824)
Montgomery,05/07/2020,121,86.6,5079,830915,14.6,10.4,611.3,42091,-75.37252001,40.20989874,POINT (-75.37252001 40.20989874)
Dauphin,08/15/2020,23,26.4,2997,278299,8.3,9.5,1076.9,42043,-76.77960568,40.41974636,POINT (-76.77960568 40.41974636)
Warren,07/22/2020,0,0.3,12,39191,0,0.7,30.6,42123,-79.27858158,41.81675237,POINT (-79.27858158 41.81675237)
Blair,04/10/2020,1,0.7,10,121829,0.8,0.6,8.2,42013,-78.34907687,40.48555024,POINT (-78.34907687 40.48555024)
Warren,06/09/2020,0,0.1,5,39191,0,0.4,12.8,42123,-79.27858158,41.81675237,POINT (-79.27858158 41.81675237)
Lackawanna,03/20/2020,1,0.9,6,209674,0.5,0.4,2.9,42069,-75.61218345,41.43910064,POINT (-75.61218345 41.43910064)
Clinton,07/29/2020,1,1.1,115,38632,2.6,3,297.7,42035,-77.6428376,41.23286274,POINT (-77.6428376 41.23286274)
Allegheny,03/15/2020,0,0.4,3,1216045,0,0,0.2,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Montour,05/03/2021,3,3.3,1955,18230,16.5,18,10724.1,42093,-76.66470527,41.02801824,POINT (-76.66470527 41.02801824)
Warren,02/04/2021,4,9.6,2053,39191,10.2,24.4,5238.4,42123,-79.27858158,41.81675237,POINT (-79.27858158 41.81675237)
Warren,04/21/2020,0,0,1,39191,0,0,2.6,42123,-79.27858158,41.81675237,POINT (-79.27858158 41.81675237)
Monroe,07/01/2020,4,5.7,1434,170271,2.3,3.4,842.2,42089,-75.34083603,41.06091787,POINT (-75.34083603 41.06091787)
Fayette,03/28/2021,60,30.6,11161,129274,46.4,23.6,8633.6,42051,-79.65189635,39.9194478,POINT (-79.65189635 39.9194478)
Potter,05/17/2020,0,0,4,16526,0,0,24.2,42105,-77.89879229,41.74420644,POINT (-77.89879229 41.74420644)
Elk,03/03/2020,0,,0,29910,0,,0,42047,-78.64947713,41.42819416,POINT (-78.64947713 41.42819416)
Bucks,03/13/2020,1,0.4,3,628270,0.2,0.1,0.5,42017,-75.11291241,40.33501133,POINT (-75.11291241 40.33501133)
Cambria,12/22/2020,58,108.3,8233,130192,44.5,83.2,6323.7,42021,-78.71894174,40.49127491,POINT (-78.71894174 40.49127491)
Delaware,06/06/2020,19,30.1,6687,566747,3.4,5.3,1179.9,42045,-75.40627712,39.91657867,POINT (-75.40627712 39.91657867)
Wayne,08/21/2020,1,1.3,172,51361,1.9,2.5,334.9,42127,-75.3051535,41.64969805,POINT (-75.3051535 41.64969805)
Lycoming,03/05/2020,0,,0,113299,0,,0,42081,-77.06942457,41.34459792,POINT (-77.06942457 41.34459792)
Union,04/12/2021,15,16,5620,44923,33.4,35.6,12510.3,42119,-77.06415803,40.96473131,POINT (-77.06415803 40.96473131)
Lebanon,03/13/2020,0,0,0,141793,0,0,0,42075,-76.46182575,40.367597,POINT (-76.46182575 40.367597)
Lancaster,03/24/2020,2,1.6,11,545724,0.4,0.3,2,42071,-76.25138768,40.04590796,POINT (-76.25138768 40.04590796)
Wayne,06/03/2020,1,0.4,122,51361,1.9,0.8,237.5,42127,-75.3051535,41.64969805,POINT (-75.3051535 41.64969805)
Cumberland,04/04/2021,38,56.7,18225,253370,15,22.4,7193,42041,-77.26866271,40.16759839,POINT (-77.26866271 40.16759839)
McKean,03/25/2020,0,0,0,40625,0,0,0,42083,-78.5712202,41.81037074,POINT (-78.5712202 41.81037074)
Adams,10/29/2020,13,14,1185,103009,12.6,13.6,1150.4,42001,-77.22224271,39.87209565,POINT (-77.22224271 39.87209565)
Lackawanna,04/26/2020,43,27.7,847,209674,20.5,13.2,404,42069,-75.61218345,41.43910064,POINT (-75.61218345 41.43910064)
York,07/27/2020,12,21.3,2216,449058,2.7,4.7,493.5,42133,-76.72576052,39.92192531,POINT (-76.72576052 39.92192531)
Susquehanna,08/14/2020,1,0.9,222,40328,2.5,2.1,550.5,42115,-75.80250303,41.8205686,POINT (-75.80250303 41.8205686)
Montgomery,06/21/2020,19,27.4,8114,830915,2.3,3.3,976.5,42091,-75.37252001,40.20989874,POINT (-75.37252001 40.20989874)
Delaware,03/15/2020,0,0.9,7,566747,0,0.2,1.2,42045,-75.40627712,39.91657867,POINT (-75.40627712 39.91657867)
Bedford,05/09/2020,0,0.7,29,47888,0,1.5,60.6,42009,-78.49116474,40.00737536,POINT (-78.49116474 40.00737536)
Wayne,07/25/2020,1,1,154,51361,1.9,1.9,299.8,42127,-75.3051535,41.64969805,POINT (-75.3051535 41.64969805)
Fayette,07/24/2020,6,7.6,312,129274,4.6,5.9,241.3,42051,-79.65189635,39.9194478,POINT (-79.65189635 39.9194478)
Lancaster,03/11/2020,0,0,0,545724,0,0,0,42071,-76.25138768,40.04590796,POINT (-76.25138768 40.04590796)
Somerset,04/03/2021,6,12,7017,73447,8.2,16.3,9553.8,42111,-79.03100206,39.97146299,POINT (-79.03100206 39.97146299)
Montour,02/01/2021,6,9.3,1604,18230,32.9,50.9,8798.7,42093,-76.66470527,41.02801824,POINT (-76.66470527 41.02801824)
